-9.000000000000000000e+00,3.000000000000000000e+00
-9.000000000000000000e+00,3.000000000000000000e+00
-2.800000000000000000e+02,3.000000000000000000e+00
-1.960000000000000000e+02,3.000000000000000000e+00
-2.060000000000000000e+02,3.000000000000000000e+00
-1.920000000000000000e+02,3.000000000000000000e+00
-5.880000000000000000e+02,3.000000000000000000e+00
-2.870000000000000000e+02,3.000000000000000000e+00
-5.970000000000000000e+02,3.000000000000000000e+00
-6.170000000000000000e+02,3.000000000000000000e+00
-9.040000000000000000e+02,3.000000000000000000e+00
-1.900000000000000000e+02,3.000000000000000000e+00
-2.160000000000000000e+03,3.000000000000000000e+00
-2.110000000000000000e+02,3.000000000000000000e+00
-5.660000000000000000e+02,3.000000000000000000e+00
-2.166000000000000000e+03,3.000000000000000000e+00
-2.830000000000000000e+02,3.000000000000000000e+00
-2.790000000000000000e+02,3.000000000000000000e+00
-7.500000000000000000e+01,3.000000000000000000e+00
-2.840000000000000000e+02,3.000000000000000000e+00
-1.023000000000000000e+03,3.000000000000000000e+00
-3.010000000000000000e+02,3.000000000000000000e+00
-1.370000000000000000e+02,3.000000000000000000e+00
-7.260000000000000000e+02,3.000000000000000000e+00
-1.837000000000000000e+03,3.000000000000000000e+00
-4.470000000000000000e+02,3.000000000000000000e+00
-9.030000000000000000e+02,3.000000000000000000e+00
-2.760000000000000000e+02,3.000000000000000000e+00
-2.130000000000000000e+02,3.000000000000000000e+00
-2.150000000000000000e+02,3.000000000000000000e+00
-9.170000000000000000e+02,3.000000000000000000e+00
-3.840000000000000000e+02,3.000000000000000000e+00
-2.830000000000000000e+02,3.000000000000000000e+00
-6.020000000000000000e+02,3.000000000000000000e+00
-2.820000000000000000e+02,3.000000000000000000e+00
-4.020000000000000000e+02,3.000000000000000000e+00
-2.970000000000000000e+02,3.000000000000000000e+00
-1.405000000000000000e+03,3.000000000000000000e+00
-1.557000000000000000e+03,3.000000000000000000e+00
-2.880000000000000000e+02,3.000000000000000000e+00
-1.106000000000000000e+03,3.000000000000000000e+00
-6.110000000000000000e+02,3.000000000000000000e+00
-1.988000000000000000e+03,3.000000000000000000e+00
-6.990000000000000000e+02,3.000000000000000000e+00
-8.470000000000000000e+02,3.000000000000000000e+00
