-5.097325670177344392e+00,-7.974379899803572869e+00,-7.975701821695122540e+00
-9.898162560282166567e+00,-9.909983696676018639e+00,-5.040616984980531790e+00
-9.999999999582815491e+00,-9.999999999650151850e+00,-5.057793498244080865e+00
-9.999999999999902300e+00,-9.999999999999912959e+00,-9.570040926863033093e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.488312895032184002e+00,-9.976388167585652056e+00,-9.976364027638371823e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.266449904896413514e+00,-3.600000000000000089e+00,-4.757120000000000459e+00
-9.999999861960942482e+00,-9.999999871700856247e+00,8.000006465215625528e-01
-9.999692548757037613e+00,-5.000025610929437647e+00,-9.999574864025772669e+00
-9.999998485245630064e+00,-9.205035095575723858e+00,-9.999998447381164723e+00
-4.904820127691064791e+00,-9.999999999999996447e+00,-9.999999999999996447e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01
-9.557778662482068199e+00,-9.658307291325453292e+00,-5.000509391829329076e+00
-6.065227923658878417e+00,-5.271032952457977316e+00,-6.050344552505269036e+00
-8.726650449976585122e+00,-6.985794283131502524e+00,-2.582007904609535665e+00
-9.822747730040632064e+00,-9.863574564488274632e+00,-5.012269369338580027e+00
-9.860742203340386425e+00,-5.001136425824330267e+00,-9.861417469844173667e+00
-7.375999999995435097e+00,-7.375999999994347078e+00,-5.015711467491311915e+00
-5.000014174582385174e+00,-9.999992347152344863e+00,-9.999994912834045735e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.999335385960320011e+00,-9.999335631757061194e+00,-5.166323864778692432e+00
-5.005279652269118529e+00,-5.000000558900582703e+00,-5.027436894365411746e+00
-9.999992337522341401e+00,-9.999992334909311609e+00,-5.006012732353535277e+00
-5.000000001540832351e+00,-9.999999999999193534e+00,-9.999999999999449329e+00
